reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value,location_name,model_id
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.01,74,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.025,85,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.05,95,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.1,112,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.15,125,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.2,136,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.25,147,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.3,157,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.35,167,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.4,175,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.45,183,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.5,193,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.55,202,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.6,210,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.65,220,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.7,229,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.75,239,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.8,252,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.85,269,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.9,290,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.95,327,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.975,364,Alabama,Ensemble
2026-01-24,01,0,wk inc flu hosp,2026-01-24,quantile,0.99,414,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.01,55,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.025,67,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.05,79,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.1,95,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.15,109,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.2,121,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.25,133,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.3,146,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.35,157,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.4,169,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.45,181,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.5,194,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.55,207,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.6,220,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.65,232,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.7,245,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.75,259,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.8,277,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.85,299,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.9,335,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.95,396,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.975,450,Alabama,Ensemble
2026-01-24,01,1,wk inc flu hosp,2026-01-31,quantile,0.99,516,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.01,34,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.025,42,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.05,53,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.1,68,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.15,79,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.2,92,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.25,104,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.3,117,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.35,129,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.4,141,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.45,154,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.5,169,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.55,182,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.6,201,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.65,214,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.7,229,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.75,245,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.8,263,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.85,290,Alabama,Ensemble
2026-01-24,01,2,wk inc flu hosp,2026-02-07,quantile,0.9,332,Alabama,Ensemble
