reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value,location_name,model_id
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.01,4,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.025,5,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.05,7,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.1,9,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.15,11,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.2,12,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.25,14,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.3,16,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.35,18,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.4,20,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.45,22,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.5,24,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.55,26,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.6,28,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.65,30,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.7,33,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.75,36,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.8,39,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.85,46,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.9,51,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.95,60,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.975,67,Alabama,Ensemble
2026-04-18,01,0,wk inc flu hosp,2026-04-18,quantile,0.99,76,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.01,2,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.025,3,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.05,4,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.1,6,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.15,7,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.2,9,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.25,10,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.3,12,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.35,13,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.4,16,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.45,18,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.5,21,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.55,23,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.6,25,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.65,28,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.7,32,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.75,35,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.8,42,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.85,49,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.9,57,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.95,67,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.975,76,Alabama,Ensemble
2026-04-18,01,1,wk inc flu hosp,2026-04-25,quantile,0.99,88,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.01,2,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.025,2,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.05,3,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.1,4,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.15,5,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.2,7,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.25,8,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.3,9,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.35,11,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.4,13,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.45,14,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.5,18,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.55,20,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.6,23,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.65,25,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.7,33,Alabama,Ensemble
2026-04-18,01,2,wk inc flu hosp,2026-05-02,quantile,0.75,36,Alabama,Ensemble
