reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value,location_name,model_id
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.01,3,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.025,4,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.05,5,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.1,7,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.15,9,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.2,10,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.25,11,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.3,12,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.35,13,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.4,14,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.45,15,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.5,17,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.55,18,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.6,20,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.65,21,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.7,22,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.75,24,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.8,26,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.85,28,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.9,31,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.95,36,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.975,41,Alabama,Ensemble
2026-05-09,01,0,wk inc flu hosp,2026-05-09,quantile,0.99,48,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.01,2,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.025,3,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.05,4,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.1,6,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.15,7,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.2,8,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.25,9,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.3,10,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.35,11,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.4,12,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.45,14,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.5,16,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.55,17,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.6,18,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.65,20,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.7,21,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.75,24,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.8,26,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.85,29,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.9,33,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.95,40,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.975,47,Alabama,Ensemble
2026-05-09,01,1,wk inc flu hosp,2026-05-16,quantile,0.99,56,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.01,2,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.025,3,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.05,3,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.1,5,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.15,6,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.2,7,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.25,8,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.3,9,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.35,10,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.4,11,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.45,12,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.5,14,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.55,16,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.6,17,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.65,19,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.7,21,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.75,23,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.8,26,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.85,29,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.9,35,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.95,44,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.975,54,Alabama,Ensemble
2026-05-09,01,2,wk inc flu hosp,2026-05-23,quantile,0.99,67,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.01,2,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.025,2,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.05,3,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.1,4,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.15,5,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.2,6,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.25,7,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.3,8,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.35,9,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.4,10,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.45,11,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.5,14,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.55,15,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.6,17,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.65,18,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.7,20,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.75,23,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.8,25,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.85,29,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.9,35,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.95,45,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.975,56,Alabama,Ensemble
2026-05-09,01,3,wk inc flu hosp,2026-05-30,quantile,0.99,73,Alabama,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.01,0,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.025,0,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.05,0,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.1,1,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.15,1,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.2,1,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.25,1,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.3,2,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.35,2,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.4,2,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.45,2,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.5,4,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.55,4,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.6,4,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.65,5,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.7,5,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.75,5,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.8,6,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.85,7,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.9,8,Alaska,Ensemble
2026-05-09,02,0,wk inc flu hosp,2026-05-09,quantile,0.95,9,Alaska,Ensemble
