reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value,location_name,model_id
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.01,3,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.025,4,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.05,5,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.1,7,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.15,9,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.2,10,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.25,11,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.3,13,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.35,14,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.4,16,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.45,17,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.5,20,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.55,21,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.6,23,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.65,25,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.7,27,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.75,29,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.8,34,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.85,38,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.9,44,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.95,53,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.975,60,Alabama,Ensemble
2026-04-25,01,0,wk inc flu hosp,2026-04-25,quantile,0.99,68,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.01,2,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.025,2,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.05,3,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.1,5,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.15,6,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.2,7,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.25,8,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.3,9,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.35,11,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.4,13,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.45,14,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.5,17,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.55,19,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.6,21,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.65,23,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.7,27,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.75,30,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.8,36,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.85,42,Alabama,Ensemble
2026-04-25,01,1,wk inc flu hosp,2026-05-02,quantile,0.9,50,Alabama,Ensemble
