reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value,location_name,model_id
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.01,118,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.025,136,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.05,152,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.1,171,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.15,184,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.2,196,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.25,205,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.3,215,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.35,224,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.4,233,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.45,241,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.5,250,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.55,259,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.6,267,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.65,276,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.7,285,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.75,296,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.8,307,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.85,322,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.9,343,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.95,379,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.975,416,Alabama,Ensemble
2026-02-28,01,0,wk inc flu hosp,2026-02-28,quantile,0.99,467,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.01,84,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.025,100,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.05,116,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.1,136,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.15,151,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.2,163,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.25,174,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.3,184,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.35,195,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.4,205,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.45,215,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.5,225,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.55,235,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.6,245,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.65,256,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.7,267,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.75,279,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.8,294,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.85,312,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.9,338,Alabama,Ensemble
2026-02-28,01,1,wk inc flu hosp,2026-03-07,quantile,0.95,383,Alabama,Ensemble
