reference_date,location,horizon,target,target_end_date,output_type,output_type_id,value,location_name,model_id
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.01,14,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.025,16,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.05,20,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.1,24,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.15,26,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.2,29,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.25,31,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.3,33,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.35,35,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.4,37,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.45,40,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.5,43,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.55,45,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.6,47,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.65,50,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.7,53,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.75,56,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.8,60,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.85,64,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.9,69,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.95,79,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.975,89,Alabama,Ensemble
2026-03-28,01,0,wk inc flu hosp,2026-03-28,quantile,0.99,101,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.01,9,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.025,10,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.05,13,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.1,16,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.15,19,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.2,21,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.25,23,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.3,26,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.35,28,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.4,30,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.45,32,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.5,36,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.55,38,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.6,40,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.65,43,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.7,46,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.75,50,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.8,54,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.85,59,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.9,67,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.95,79,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.975,91,Alabama,Ensemble
2026-03-28,01,1,wk inc flu hosp,2026-04-04,quantile,0.99,107,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.01,5,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.025,7,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.05,8,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.1,11,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.15,14,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.2,16,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.25,18,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.3,20,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.35,22,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.4,24,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.45,26,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.5,29,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.55,31,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.6,34,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.65,36,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.7,40,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.75,44,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.8,48,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.85,53,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.9,62,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.95,76,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.975,90,Alabama,Ensemble
2026-03-28,01,2,wk inc flu hosp,2026-04-11,quantile,0.99,109,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.01,4,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.025,5,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.05,6,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.1,9,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.15,10,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.2,13,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.25,14,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.3,16,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.35,18,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.4,20,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.45,22,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.5,25,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.55,27,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.6,29,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.65,32,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.7,35,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.75,39,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.8,44,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.85,50,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.9,59,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.95,76,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.975,93,Alabama,Ensemble
2026-03-28,01,3,wk inc flu hosp,2026-04-18,quantile,0.99,116,Alabama,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.01,0,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.025,1,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.05,1,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.1,2,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.15,2,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.2,3,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.25,3,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.3,4,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.35,4,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.4,5,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.45,5,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.5,7,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.55,7,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.6,8,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.65,8,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.7,9,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.75,9,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.8,10,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.85,11,Alaska,Ensemble
2026-03-28,02,0,wk inc flu hosp,2026-03-28,quantile,0.9,12,Alaska,Ensemble
